video_name,xmin,xmax,clr_score,reg_score,label
v_7hvq4VqEGCE,0.0,0.99,0.0036955536,0.8266708433779095,Putting in contact lenses
v_cnjaB6GFpSc,0.0,0.99,0.0047253007,0.999999999999983,Doing step aerobics
v_NK5FWZ2BOQs,0.01,0.98,0.004306834,0.9999999765438137,Disc dog
v_6l0JqBhldeA,0.0,0.99,0.0012707376,0.9993383405169131,Croquet
v_I6nuNE-Qibw,0.0,0.99,0.0048934086,0.9558845116019499,Making a cake
v_O1WvjCFqLz0,0.0,0.99,0.0036384384,0.7669160855954761,Cumbia
v_rmoa-Ffel2k,0.01,0.98,0.0043385657,0.9976555487885445,Elliptical trainer
v_gEYutYXODs4,0.0,0.99,0.0048629376,0.9999967085724251,Knitting
v__MWyhJS4KbM,0.0,0.99,0.003263179,0.5249426445813685,Cleaning windows
v_BH-kBRn84i8,0.0,0.99,0.004830317,0.8853164214817897,Mowing the lawn
v_wHxyzVcKq0c,0.0,0.99,0.004120251,0.9999997882232443,Cheerleading
v_Vtsv9iPHDqg,0.0,0.99,0.0035138603,0.7707263628756056,Long jump
v_JLA4Ck8_BRI,0.0,0.99,0.004792468,0.9999999541613116,Mixing drinks
v_VDYSVR0HbpM,0.0,0.99,0.0041116383,0.9990564443691254,Ballet
v_-5c9WHk408g,0.0,0.99,0.00457021,0.9999986353028524,Paintball
v_UR1e1MIRvvc,0.0,0.99,0.0030409028,0.9999999999999363,Playing bagpipes
v_mgNfayAiTQc,0.0,0.99,0.004236657,0.753016929168523,Laying tile
v_iY7bZQnHXlk,0.0,0.99,0.0030228402,0.9654060110572998,Washing dishes
v_ybAEMliC7p4,0.01,0.98,0.004391461,0.9999999999806,Playing rubik cube
v_-MldnTjJ-zE,0.0,0.99,0.004919052,0.9999999082960366,Grooming horse
v_N8BlpYSpgg4,0.0,0.99,0.0039009827,0.550206440844519,Sumo
v_ayLeSjJz53I,0.0,0.99,0.0049368837,0.9999999999967082,Ballet
v_6VygM9-XgAk,0.0,0.99,0.0047868127,0.6340741136833169,Snowboarding
v_L4rKeN_4CLk,0.0,0.99,0.0021983949,0.9999999999932613,Surfing
v_qm8sJxsZ5VY,0.0,0.99,0.004665663,0.9999995938087727,Getting a haircut
v__VPf75tGIHQ,0.0,0.99,0.0045716427,0.8671181108835404,Playing racquetball
v_fid8KlncwTA,0.0,0.99,0.0044712513,0.9998488471961556,Horseback riding
v_qXNYHbnGvto,0.0,0.99,0.004530973,0.9999985005844544,Grooming horse
v_V1IHwwpyFUE,0.0,0.99,0.0040291543,0.6556865690422412,Rollerblading
v_H91Dm6jaUPg,0.01,0.98,0.004169256,0.999999600601486,Painting
v_4mBVik8dq_w,0.01,0.98,0.004500635,0.9837196289557693,Mowing the lawn
v_aoIGBV31OT4,0.0,0.99,0.00017734937,1.0,Windsurfing
v_I8jhEprzTN8,0.01,0.98,0.0044656834,0.9947754715842358,Beach soccer
v_Ey2SmPzJTKM,0.0,0.99,0.00017386199,0.9999447803804655,Changing car wheel
v_0gwhdJGq2eg,0.0,0.99,0.0033963413,0.9997557486556766,Playing water polo
v_rdkrg8Bj9_I,0.0,0.99,0.0047779353,0.6943512294601872,Triple jump
v_6UPfqdssD6g,0.0,0.99,0.0048524723,0.5528583933276586,Washing dishes
v_-GRvxWH4axc,0.0,0.99,0.0048599625,0.9999997691240415,Hitting a pinata
v_EwEV5_sHGJk,0.0,0.99,0.004923426,0.9999998354748454,Ironing clothes
v_8BsIeOSzK_U,0.0,0.99,0.0046170386,0.9994847625461166,Using parallel bars
v_Pp5DCsgaALg,0.01,0.98,0.0044205477,0.8518339414184216,Sharpening knives
v_oqVNFPUANfs,0.01,0.98,0.0045829946,0.9999991916955795,Using the balance beam
v_Yi3xUQcaOnE,0.0,0.99,0.00366721,0.910559271648096,Rafting
v_lGKUEUBeo8U,0.01,0.98,0.0042231055,0.9999982484505304,Doing step aerobics
v_FNlEHAIh6LQ,0.0,0.99,0.0047580805,0.9999047546226166,Braiding hair
v_RF0ChBe9HHI,0.01,0.98,0.004344106,0.9999999999976721,Playing violin
v_hgLDMHCcw4k,0.0,0.99,0.0043577105,0.6071883697539303,Ballet
v_IiCN1md2MV4,0.0,0.99,0.0013141833,0.9993942830997642,Playing racquetball
v_jNPOEMYJlgc,0.0,0.99,0.001297469,0.9999999999999275,Playing rubik cube
v_TSO5Phe2ZM4,0.0,0.99,0.0042001717,0.9999994599790412,Playing squash
v_rNb4Jz_t9F4,0.0,0.99,0.0049894014,0.9782636493675104,Waterskiing
v_HgKZ4KAuhdI,0.0,0.99,0.0045197913,0.999999998379882,Grooming horse
v_NWaMWZUuTZc,0.0,0.99,0.0049015316,0.9999961780374039,Breakdancing
v_kpAwQpA1nPs,0.0,0.99,0.0045394353,0.9999995223746172,Pole vault
v_Zc44Ddk2NG8,0.0,0.99,0.0001786832,0.9999994234634985,Fun sliding down
v_ep2Kyk8CHT8,0.0,0.99,0.004673151,0.6617678948947572,Plastering
v_gsJ953MHtpY,0.0,0.99,0.004762955,0.999999944791689,Powerbocking
v_SrA6k_iQNGA,0.0,0.99,0.0049146493,0.9999997522197912,Carving jack-o-lanterns
v_N9xp9VbpklQ,0.0,0.99,0.0032644162,0.9999881042055521,Croquet
v_f6Id4KERnoI,0.0,0.99,0.0046075447,0.3545318110121258,Installing carpet
v_0QNcOwi5bu8,0.0,0.99,0.0022244384,0.9996443683014727,Plastering
v_Q78FBGHniCc,0.0,0.99,0.0037320424,0.9999999633543634,Blowing leaves
v_656VWQU5dgE,0.0,0.99,0.004551888,0.9999998450679742,Doing fencing
v_OD4MrhX85-M,0.01,0.98,0.0041477056,0.9986048758223492,Shuffleboard
v_Vnj0j648Emw,0.0,0.99,0.00017611029,0.9999999999390462,Sharpening knives
v_8jyqeivzs2M,0.0,0.99,0.001770819,0.9429303218579411,Preparing pasta
v_Mk1gOZ5EOUk,0.0,0.99,0.0038894892,0.999999596430185,River tubing
v_EwYgRPVDQWQ,0.0,0.99,0.0024002392,0.9989930546289458,Making a sandwich
v_2D22fVcAcyo,0.0,0.99,0.004696594,0.9999999999910468,Slacklining
v_dAiqJJKezPE,0.0,0.99,0.0043133236,0.9999984658613563,Changing car wheel
v_IlN_XipVf44,0.0,0.99,0.003326477,0.6431394549937728,Painting furniture
v_ZPVrC5185NM,0.0,0.99,0.004797056,1.0,Swinging at the playground
v_iDMzTPfELoc,0.0,0.99,0.004714088,0.9999999998869548,Hopscotch
v_FExyWFc1nU0,0.0,0.99,0.0046768463,0.9999971478119031,Calf roping
v_jLcYOkRvdic,0.0,0.99,0.0016566911,0.9999997337319706,Shoveling snow
v_-MldnTjJ-zE,0.0,0.99,0.0030455699,0.9999999082960366,Grooming horse
v_z3-tII3XcUs,0.0,0.99,0.0020365166,0.9999998913560286,Playing guitarra
v_HFDsuGHojDU,0.01,0.98,0.0043202396,0.9745706290019787,Discus throw
v_21Pz1cjdd2I,0.0,0.99,0.0046957135,0.9999999999838505,Snow tubing
v_5JCqKshcfHE,0.0,0.99,0.0047478094,0.9999879980801973,Shaving legs
v_13Y47Uk_w1o,0.0,0.99,0.0045488006,0.9999999999999929,Powerbocking
v_Yk3pQ18So90,0.0,0.99,0.0040739235,0.9888097864035074,Changing car wheel
v_kkIClKG5xY8,0.0,0.99,0.004907478,1.0,Surfing
v_yxDsp8EBZtY,0.0,0.99,0.004785802,0.9987527969980922,Discus throw
v_DTWZhe352y8,0.0,0.99,0.0044332007,0.9999999946426491,Wrapping presents
v_pgff9mC5y3s,0.0,0.99,0.0022005124,0.9999990581932698,Hitting a pinata
v_LCyLWiw7n5Q,0.0,0.99,0.0049403985,0.9817526971743405,Having an ice cream
v_UMhZGJqeSuU,0.01,0.98,0.0044265282,0.9999999998593798,Hurling
v_Vhf-vNRYQEg,0.0,0.99,0.0047211167,1.0,Playing accordion
v_6gyD-Mte2ZM,0.0,0.99,0.0034256475,1.0,Playing ten pins
v_VR19Scunfhg,0.0,0.99,0.004672939,0.9999999999774781,Slacklining
v_RSyk6rS8ay0,0.0,0.99,0.0043083387,0.8515262112260883,Clean and jerk
v_IoGpS8NQklE,0.0,0.99,0.0029086752,0.9999106871039135,Beach soccer
v_ZkIGGQ9iOSA,0.0,0.99,0.004876732,0.9995146908409721,Doing crunches
v_yUCSKSMVrPo,0.01,0.98,0.004422197,0.9899745864481991,Playing congas
v_SrA6k_iQNGA,0.0,0.99,0.00482949,0.9999997522197912,Carving jack-o-lanterns
v_4At1Vd-0lWE,0.0,0.99,0.0038138316,0.9662688162112851,Playing racquetball
v_uJ_QCxMDfag,0.0,0.99,0.0034682108,0.5452522037097727,Cutting the grass
v_bJ6SpcLM7GE,0.0,0.99,0.0047276868,0.9999999999851333,Playing saxophone
v_6VUsbs84lCc,0.0,0.99,0.003688333,0.9919880299299267,Knitting
v_zmmiX3_TJ84,0.0,0.99,0.004552112,0.9974805456058797,Zumba
v_9WOvWFdA7lY,0.0,0.99,0.00480251,0.9993705308123491,Getting a piercing
v_QMm6gYzsMw8,0.0,0.99,0.0036162902,0.9999999363537802,Zumba
v_ccKJg_f1UDo,0.0,0.99,0.0047641727,0.9845324988997558,Using the balance beam
v__3xMhj4mbsk,0.0,0.99,0.00017770535,0.7282692665544519,Painting furniture
v_j7hSNqcWIO4,0.0,0.99,0.004749582,0.9999999999999617,Pole vault
v_gMLA3a0FMS0,0.0,0.99,0.004543825,0.958209300694535,Playing lacrosse
v_tFiXLhbKdnk,0.0,0.99,0.003842014,0.9997489984784267,Hand car wash
v_dnzcNZBtUG4,0.0,0.99,0.0013054312,0.9999999902813178,Tango
v_0y_5NIIvUzI,0.0,0.99,0.0048212525,0.9969329225347654,Skiing
v_62BPME-ikJU,0.0,0.99,0.004841602,0.7715943818911714,Cutting the grass
v_Fok7z0mLNbU,0.0,0.99,0.0042394814,0.9999993711885612,Ballet
v_BQRidRi2V1c,0.0,0.99,0.004886032,0.9999999987621856,Rope skipping
v_E1AVyl1RwF8,0.0,0.99,0.0036886085,0.9999999981993428,Doing kickboxing
v_-ZBsdK10Trs,0.01,0.98,0.0041572773,0.9496547339726233,Dodgeball
v_atw5LkvnAyo,0.01,0.98,0.0044499207,0.995392472256847,Hanging wallpaper
v_t7WI6H6UVG4,0.01,0.98,0.004290652,0.9509492773506103,Sharpening knives
v_AJ15GW-sS5M,0.0,0.99,0.0026138467,0.7558792065159836,Long jump
v_l2drIA62T8w,0.01,0.98,0.004424267,0.9999481974615095,Grooming dog
v_LURZ8QDfowU,0.0,0.99,0.003998033,0.9975674296108118,Hand car wash
v_0fsMeZoZzJI,0.0,0.99,0.0032016572,0.48043583526008926,Bathing dog
v_d7gbNqcKXps,0.0,0.99,0.0025430955,0.9999999886315895,Croquet
v_GaIvG8u1tzo,0.0,0.99,0.0044709765,0.9970996177336716,Getting a piercing
v_-wXbBZDSIa8,0.0,0.99,0.0049478575,0.999999999970729,Doing a powerbomb
v_5E2OdhrgG8s,0.0,0.99,0.0040676454,0.9999999999999822,Playing harmonica
v_El_q7DhzArg,0.0,0.99,0.004862421,0.9528242247194669,Tumbling
v_Qu3_80O0j5w,0.0,0.99,0.004907858,0.9999994010380708,Swimming
v_TscC5kgurqY,0.0,0.99,0.0046508284,0.9983633922817052,Making an omelette
v_iAIl5eawd6I,0.0,0.99,0.0044698683,0.8883551292643821,Skiing
v_4R0fSNCWUo0,0.0,0.99,0.0020657938,1.0,Playing saxophone
v_mk3srKjFB3A,0.0,0.99,0.004107117,0.9999999999999359,Using the pommel horse
v_G5frRzhSNJ8,0.0,0.99,0.0040823813,0.9999134791837697,Getting a haircut
v_FEqLmpNzxdg,0.0,0.99,0.0048060254,0.9999997044238896,Ice fishing
v_E1AVyl1RwF8,0.0,0.99,0.0027310727,0.9999999981993428,Doing kickboxing
v_jl7aBkPfcS8,0.0,0.99,0.004727192,0.21065065891755028,Painting
v_BrgYIg6UXhU,0.0,0.99,0.004799874,0.9567470828854846,Removing ice from car
v_48zOi9j1E0A,0.0,0.99,0.0040368093,0.9996995584326408,Paintball
v_baSx0q9LKg0,0.01,0.98,0.004316484,0.7445204395039149,Making a sandwich
v_N5x5VUK7Kx8,0.0,0.99,0.0049133045,0.7530097243176179,Slacklining
v_OuEQLjwBIPI,0.0,0.99,0.004212629,0.9999999999990914,Cricket
v_OqA83jGQtfg,0.0,0.99,0.0041222307,0.9999999902429244,Ice fishing
v_vL8s-b4eJiU,0.0,0.99,0.00481651,0.9999996337982424,Hanging wallpaper
v_wq4H7L15NMA,0.0,0.99,0.0015064655,0.9999999960044776,Using the rowing machine
v_svWiQtzgtOc,0.0,0.99,0.0013104909,0.7938662781395013,Breakdancing
v_Rj_SwlpOhNk,0.0,0.99,0.0017508104,0.5884833921894673,Surfing
v_qL7kMgxpFJY,0.01,0.98,0.004157313,0.9666929309682895,Plastering
v_15npAlupNU4,0.0,0.99,0.004765292,0.9999888255183325,Removing ice from car
v_Ovtfld_ZyCs,0.0,0.99,0.0041928007,0.9954591207151677,Breakdancing
v_uLeJBFypCHE,0.0,0.99,0.004766777,0.9992112048577682,Wakeboarding
v_FQkvwPpDomw,0.0,0.99,0.0013002956,0.9999030310591288,Shoveling snow
v_z_ExqQ80T5g,0.0,0.99,0.0047419043,0.999999869135055,Sailing
v_NIY1f2KcEe0,0.0,0.99,0.00053330447,0.8754669909348792,Cutting the grass
v_a68fUj833qg,0.0,0.99,0.004826654,0.9880848011669158,Mixing drinks
v_yl37hI-Bgkk,0.0,0.99,0.0048527513,0.991823138688341,Getting a haircut
v_OTm43dbEEuE,0.0,0.99,0.0044546705,0.9966036767561397,Cheerleading
v_1UgjxeAPq_A,0.0,0.99,0.004862086,0.9635230222504725,Painting
v_gdmGZK_vFAc,0.01,0.98,0.0044306577,0.8860316879074578,Peeling potatoes
v_ZJGXWbt6cbU,0.0,0.99,0.0016321056,0.9961666743780591,Zumba
v_n25mDmcBC6E,0.0,0.99,0.0043099383,1.0,Playing flauta
v_7vgokK5_Pvc,0.0,0.99,0.0047779386,0.88644573332175,Swinging at the playground
v_Cy2wqpjppy8,0.0,0.99,0.0040023634,0.9972787117531688,Building sandcastles
v_mdu7eHlbDwc,0.0,0.99,0.0048354454,0.9999991604789839,Scuba diving
v_AuVVP8q6tFY,0.0,0.99,0.0047192792,0.9269159021696579,Rollerblading
v_mOISOUKHpNM,0.0,0.99,0.004855129,0.9999508355150615,Using uneven bars
v_rMWCaPh9UqE,0.0,0.99,0.005066349,0.9321724053996795,Mowing the lawn
v_045Tkq12H_c,0.0,0.99,0.0044904756,0.9998040124782503,Rock climbing
v_qHRCGBIiNFg,0.0,0.99,0.0016494037,0.9999999991219793,Ice fishing
v_5C0G3BQ-Nds,0.0,0.99,0.0010410174,0.9999999999999986,Table soccer
v_SLisp6hn700,0.0,0.99,0.0045926115,0.9999999079061981,Wrapping presents
v_gSkE0KCvves,0.0,0.99,0.0038626967,0.9997913235565162,Calf roping
v_Liha_xwiwtc,0.0,0.99,0.004818932,0.7962395450921175,Canoeing
v_FfYNkePtHjo,0.0,0.99,0.0034046746,0.9999969755267302,Playing badminton
v__QyQSAtMdj8,0.0,0.99,0.003072021,0.9814825199387679,Snowboarding
v_AC9mml3mqps,0.0,0.99,0.004999101,0.9998201110025755,Playing ice hockey
v_phg81-nhqH4,0.0,0.99,0.001276982,0.9994212972457719,Kneeling
v_rZu5ZJmAlbI,0.0,0.99,0.0025590402,0.9999999961032896,Painting fence
v_CQXhtaNkhrw,0.0,0.99,0.0023446465,1.0,Playing accordion
v_v2zVnmbPmeQ,0.01,0.98,0.004426168,0.999779198591557,Putting on makeup
v_pouxwDABDrg,0.0,0.99,0.0049093966,0.9999999997379098,Doing step aerobics
v_zSeLjjo3KF0,0.0,0.99,0.0046779327,0.9988211525088099,Bungee jumping
v_RllrUfp2EIU,0.0,0.99,0.0048294063,0.9999999999889937,Starting a campfire
v_RHpigjSwhVM,0.0,0.99,0.0049200556,0.999995901618581,BMX
v_NURr5XJcwFs,0.01,0.98,0.0043861256,0.9999995783526864,Hitting a pinata
v_Jd0KWW9LN4Q,0.0,0.99,0.0049070027,1.0,Playing ten pins
v_X5UoLcloHIM,0.0,0.99,0.0049267975,0.9999927632055678,Longboarding
v_zPu3JBSPa94,0.0,0.99,0.004731131,0.9999993082967131,Getting a tattoo
v_Cg_jN5G1ZpY,0.0,0.99,0.0013306728,0.9901614715185673,Bullfighting
v_wwh94C7NB1I,0.0,0.99,0.004936641,0.9999995102275591,Longboarding
v_WFqr6QPsszQ,0.0,0.99,0.00017689657,0.5491922479388559,Wrapping presents
v_fJCkM6secVM,0.01,0.98,0.0044299937,0.9801638207214568,Preparing salad
v_HFDsuGHojDU,0.0,0.99,0.004320328,0.9745706290019787,Discus throw
v_QoTM5tmcJeI,0.0,0.99,0.0041685062,1.0,Table soccer
v_ecUypvzBAOQ,0.0,0.99,0.0045030867,0.7687461942615155,Preparing salad
v_YrdpvaBDDlE,0.0,0.99,0.0042653484,0.8118123843830437,Preparing salad
v_1cWWCiNIYnc,0.0,0.99,0.0012992844,0.9999999999999253,Shaving
v_CL6TbOgnLzA,0.0,0.99,0.00465908,0.9997782150641856,Playing water polo
v_JDM9Akcs96g,0.0,0.99,0.004869487,0.9988040419387497,Bathing dog
v_9cxGx2BsKkM,0.0,0.99,0.00017430191,0.5156465654764715,Paintball
v_UGjF8G0HLZA,0.0,0.99,0.004745623,0.9999999971725134,Paintball
v_5Yq5GMPBguI,0.0,0.99,0.004889833,0.7639652126378895,Mowing the lawn
v_KEXm-3H6eTg,0.0,0.99,0.0023578955,0.9999999757588499,Mixing drinks
v_unFlcSwdDFc,0.0,0.99,0.0049938164,0.9999999998945757,Futsal
v_oSoi5owiybU,0.0,0.99,0.0020712495,0.9999972248573589,Running a marathon
v_oD0RWEO8D1g,0.0,0.99,0.0026242165,0.9999993765009172,Playing ice hockey
v_KLr1ZVJDFDs,0.0,0.99,0.0047223526,0.9999940781447819,Longboarding
v_X9Z9uqrb9EY,0.01,0.98,0.0044101095,0.9999999999994292,Playing congas
v_mSyfGQigb8U,0.0,0.99,0.004755359,0.9654451571640711,Cleaning sink
v_yKLX0iXyLsQ,0.0,0.99,0.004477927,0.9789064507577636,Shot put
v__8Zk9dfBgPg,0.0,0.99,0.0025442773,0.9613115890528855,Painting
v_CJWSed5v4jE,0.0,0.99,0.004238782,0.6613497660263146,Mowing the lawn
v_GV_BDNmUiLY,0.0,0.99,0.00017389706,0.9999474208042713,Sailing
v_50nJ8UkOGwg,0.01,0.98,0.004132261,0.9999989914489207,Sailing
v_aWnpbk007cE,0.0,0.99,0.0035408759,0.9999986092687084,Kite flying
v_nibek2g971I,0.0,0.99,0.004292524,0.9999999958106023,Slacklining
v_yGwevg8vwuU,0.0,0.99,0.003381842,0.9772465882264211,Capoeira
v_frePM0YGtQE,0.0,0.99,0.0016227236,0.7003110707918978,Grooming dog
v_tBNOJJx4Z9k,0.0,0.99,0.0048938394,0.6503650532727142,Washing hands
v_egT7FYHlWho,0.01,0.98,0.0042897384,0.7902236731755503,Cleaning windows
v_NKblxYCeetg,0.0,0.99,0.0017731375,0.9999872638917391,Snowboarding
v_as7KugARkLE,0.0,0.99,0.0031680174,0.9897390766808317,Using uneven bars
v_HgKZ4KAuhdI,0.0,0.99,0.0049349293,0.999999998379882,Grooming horse
v_ufBz1xfqQoM,0.0,0.99,0.00333623,0.9999995806483979,Tango
v_94bJbSWNw3o,0.0,0.99,0.0042649843,0.9130605262162522,Slacklining
v_p81NOkb2rww,0.0,0.99,0.0046686027,0.9999997736446067,Futsal
v_T7kOKW76EsA,0.0,0.99,0.0014571635,0.999999925450552,Vacuuming floor
v_4G2jW3hbiO4,0.0,0.99,0.003971515,0.9928845026470264,Waterskiing
v_RYl-eG9hasI,0.01,0.98,0.0043535368,0.9999949150229497,Baton twirling
v_DFJBJkCR0Bk,0.0,0.99,0.0034934378,0.9997896629711059,Playing water polo
v_aKacWW7Mn2c,0.0,0.99,0.0048166974,0.9214473060373651,Plataform diving
v_RjBXzs2XvbY,0.0,0.99,0.001013892,0.9999994784933789,Sharpening knives
v_ywJQotAB3dw,0.01,0.98,0.004445931,0.9999279350612396,Futsal
v_xsdrqauYhJs,0.0,0.99,0.0048785927,0.9874324267773193,Baking cookies
v_DAv8CEings8,0.0,0.99,0.002041664,0.9999999974592473,Shuffleboard
v_MMB5Cn3JCGI,0.0,0.99,0.0028622565,0.9999999926986234,High jump
v_3HYQV_zu2RA,0.0,0.99,0.0028372835,0.9999584188415237,Using the rowing machine
v_JgDfOMDfNZs,0.0,0.99,0.003149093,0.9979619242809877,Hand car wash
v_4bUxtqX_oxM,0.0,0.99,0.0031677957,0.9999922911036949,Camel ride
v_IU6LVYI0FZM,0.0,0.99,0.0049602506,0.6363175860094421,Breakdancing
v_LACH47i14lY,0.0,0.99,0.004862475,0.9999998931754032,Futsal
v__uKKSGTNJAY,0.0,0.99,0.0013094452,0.46271985794232734,Skateboarding
v_xwSHzGCP6iA,0.0,0.99,0.004255309,0.9969785724369193,Bungee jumping
v_vvHrSeomFtg,0.0,0.99,0.0042231088,0.9999999628415069,Making a sandwich
v_2DwBXRhtX4s,0.01,0.98,0.0044707223,0.9999999996692083,Doing fencing
v_9qVcdqGeAzE,0.0,0.99,0.00350249,0.8320963748686673,Blow-drying hair
v_FmLxc-aNh88,0.01,0.98,0.0042966194,0.9995790621271214,Grooming horse
v_Rd9TrjbCkAE,0.0,0.99,0.004221799,0.6132118051131287,Cutting the grass
v_O9phka35v6I,0.0,0.99,0.002492445,1.0,Playing accordion
v_VuiuqKX8srs,0.0,0.99,0.0046499977,0.9999999981942005,Snow tubing
v_Vyj5eIh3jh0,0.0,0.99,0.0005268991,0.9999999974877591,Starting a campfire
v_ZlwkO1oFBHw,0.01,0.98,0.0042188056,0.999999884577899,Layup drill in basketball
v_iAQY-FHckIM,0.0,0.99,0.004006279,0.9092388420856304,Putting in contact lenses
v_Wyr2o0lsSTU,0.0,0.99,0.0014689948,0.9999677816395225,Walking the dog
v_lyjz4sNglQg,0.0,0.99,0.0035219712,0.999999999982868,Decorating the Christmas tree
v_GbykXyc8LA8,0.01,0.98,0.0041698,0.9713621095359813,Getting a piercing
v_txsupdxCToQ,0.0,0.99,0.0023551092,0.5590922154673089,Rollerblading
v_XBO6AIdaCzU,0.0,0.99,0.004337556,0.8509162048631542,Playing harmonica
v_zL7Rz4I8UyA,0.0,0.99,0.004420501,0.9977660215579336,Playing polo
v_06r6DtoTtSQ,0.0,0.99,0.004579509,0.9999975052827016,Skateboarding
v_5F4jcV8dHVs,0.01,0.98,0.0044414783,0.9999089632592841,Wakeboarding
v_pqVWGi0d4RU,0.0,0.99,0.0031250196,0.9999999978816092,Playing ice hockey
v_mh_0QLZhrSY,0.0,0.99,0.0026631511,1.0,Playing bagpipes
v_ur873jaQO3A,0.0,0.99,0.0005229926,0.9999999999996281,Archery
v_H4spfNy_LG4,0.0,0.99,0.0035268331,0.9999999999782618,Rafting
v_79FMLEeVp7Q,0.0,0.99,0.0023358187,0.6413985136801577,Canoeing
v_DepG0r3JiV4,0.0,0.99,0.00017726747,0.9975634117449551,Playing squash
v_U36rsW_WhUA,0.0,0.99,0.0027606785,0.9997019136250679,Clipping cat claws
v_SL7iKDqir6g,0.0,0.99,0.004272163,0.9964491071980482,Preparing pasta
v_V9MTU7xLukc,0.0,0.99,0.0018155508,0.1408035745050731,Pole vault
v_iGxMm7C1q48,0.0,0.99,0.0043403343,1.0,Playing ten pins
v_4W4mrswC2tA,0.0,0.99,0.0013031352,0.9813860145705321,Clean and jerk
v_mZ1Di2gg-I4,0.01,0.98,0.0045123184,0.9999680714417482,Tai chi
v_cduejHfXPDc,0.0,0.99,0.004716551,0.9999999441745665,Painting
v_qsYElirHVUU,0.0,0.99,0.001656158,0.9847346679921631,Skateboarding
v_4mlA78hn4mY,0.0,0.99,0.0036474233,0.8545243068115496,Playing racquetball
v_8kO6A3W_kQ8,0.0,0.99,0.0001775757,0.9981582925864116,Brushing hair
v_rBJBnf4F9sA,0.0,0.99,0.0048196316,0.9600553660258656,Ironing clothes
v_AUPs7Ukfc1I,0.0,0.99,0.0031832275,0.9999993833219496,Shaving
v_yCcqJnlviQI,0.0,0.99,0.004436716,0.9947335655368285,Volleyball
v_iZUwLKd5TTk,0.0,0.99,0.004253266,0.9999999949365983,Ironing clothes
v_nZ40a3LSFeU,0.01,0.98,0.004273128,0.9999998775374257,Sailing
v_TOBHIXCu4Ic,0.0,0.99,0.0045497334,0.9995777868876665,Cheerleading
v_iA8ylJWzzVc,0.01,0.98,0.004345942,0.9998788269180962,Decorating the Christmas tree
v_ah3tGziTbds,0.0,0.99,0.0047384594,0.9999987839760068,Sailing
v_-bqaXU4s8Qs,0.0,0.99,0.0035056877,0.9887152768213395,Hand car wash
v_3FAvxuTw4NI,0.0,0.99,0.004847118,0.17359244205299781,Kite flying
v_qiT-OtAHtvk,0.01,0.98,0.004363134,0.9999970630255801,Playing congas
v_uaBTWbu0jps,0.0,0.99,0.0021721956,0.9444456365146683,Hammer throw
v_wUvC0TXK1PM,0.0,0.99,0.0010224681,0.7667022558557419,Cleaning windows
v_cbR34GknrBs,0.0,0.99,0.004727345,0.6932035442272974,Long jump
v_ow9bWn5gOvg,0.0,0.99,0.00481677,0.9999510590582074,Sharpening knives
v_hT_4wWPNYxo,0.0,0.99,0.0005298048,0.9999999999683719,Hula hoop
v_3pjVV7A6Apw,0.0,0.99,0.0047987467,0.9999998455045195,Cleaning windows
v_TX8FGTL1flw,0.0,0.99,0.0042170906,0.9999999999496014,Ice fishing
v_yA3AD9jU7QU,0.0,0.99,0.00017514819,0.9999567769716086,Washing hands
v_xQljKBB3498,0.0,0.99,0.0047518597,0.8447938159293982,Washing face
v_IHpBwsyMT9Q,0.01,0.98,0.00440992,0.9999999793780759,Throwing darts
v_m1aF1CVo-s8,0.01,0.98,0.0042633363,0.9999999998127197,Elliptical trainer
v_OXbfnzs-qUU,0.0,0.99,0.0048491308,0.9999858212411271,Knitting
v_hDPLy21Yyuk,0.0,0.99,0.004865267,0.7640676580245074,Cleaning shoes
v_egT7FYHlWho,0.0,0.99,0.0048107607,0.7902236731755503,Cleaning windows
v_Q9n6B1AVO4E,0.0,0.99,0.0048726834,0.9047616051411703,Putting in contact lenses
v_moUL_qLnNDM,0.0,0.99,0.004736927,0.9939458745774292,Walking the dog
v_isUCIXYjOXE,0.0,0.99,0.0005227095,0.9999999968806028,Playing pool
v_ym_OhvcJ--w,0.0,0.99,0.004943241,0.9667147394874116,Skiing
v_UYe6JGaUZzg,0.0,0.99,0.0046714097,0.7217420892162931,Ballet
v_v621l04N1QQ,0.0,0.99,0.0049478733,0.9993916009588234,Waterskiing
v_8kO6A3W_kQ8,0.0,0.99,0.0045824493,0.9981582925864116,Brushing hair
v_HkzMA1jrm00,0.0,0.99,0.003405132,0.9999999997919616,Playing blackjack
v_9R2wP-iceaw,0.0,0.99,0.0047751474,0.9999054403446491,Dodgeball
v_jNJg1TYq3c8,0.0,0.99,0.0038478388,0.9999977011976954,Cleaning windows
v_SymvoBsqt3Y,0.0,0.99,0.004751747,0.995399682850989,Drum corps
v_39dTxOhrW68,0.0,0.99,0.0048753964,0.9996433310891125,Trimming branches or hedges
v_Zomv5zlkkEc,0.0,0.99,0.0036598756,0.999998440856173,Belly dance
v_yWEFVfX-JoI,0.0,0.99,0.004850681,0.9999789881020158,Kayaking
v_cUdIbmXb2yI,0.0,0.99,0.00489736,0.8324381275445109,Cumbia
v_pX-ik8n_eNQ,0.01,0.98,0.0042107184,0.9999999999999954,Ping-pong
v_Cx3QGeQu7xM,0.0,0.99,0.004492148,0.9999999936396491,Disc dog
